KEGG,ko05340,ko00564,ko00680,ko00562,ko03030,ko00561,ko00440,ko00250,ko00740,ko04940,ko00010,ko00195,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko00592,ko00591,ko00590,ko00061,ko03070,ko00253,ko03060,ko00380,ko00500,ko05120,ko04964,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko04910,ko00531,ko00360,ko00633,ko00630,ko00363,ko00364,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko03008,ko00290,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00903,ko00471,ko00472,ko00473,ko05111,ko04210,ko00240,ko04011,ko04113,ko04070,ko03420,ko00770,ko02040,ko00670,ko04920,ko00930,ko04112,ko03450,ko00565,ko05322,ko03050,ko04614,ko00513,ko04330,ko05220,ko05410,ko00944,ko04310,ko04650,ko04662,ko04370,ko04660,ko04360,ko04114,ko04010,ko04720,ko00902,ko04916,ko00965,ko05131,ko04144,ko00062,ko00901,ko00909,ko00905,ko04666,ko04640,ko04912
S20.92.Gut,14058.14,113876.08,152026.72,28579.56,96555.25,74969.11,13945.87,161697.9,40747.14,10013.53,188692.78,46764.88,87492.81,71595.04,1325.79,32467.12,42702.48,11923.09,6774.78,8049.86,7930.99,13079.76,8465.53,8945.22,123.86,4893.92,36,,79533.43,9440.18,6671.28,102829.72,198,198,145759.16,241488.01,140083.61,44684.33,12318.45,9203.58,2113.29,14622.37,83450.88,176398.36,23407.44,104525.9,52747.64,139263.87,15822.94,4694.44,,18489.24,487.07,32558.55,27518.67,6448.46,189715.19,38008.26,6046.57,149938.31,9783.81,130,20333.2,3607.92,,130,23938.38,61983.67,11771.94,4444.28,5845.61,4558.94,198,6132.15,11945.78,7930.99,44320.26,13128.4,88168.88,5456.11,1225.47,198,1151,5845.61,29446.47,625803.66,82794.53,779.31,44605.97,57430.81,33717.02,43613.07,12400.01,95299.58,30633.56,83632.97,12707.29,42808.7,10602.55,2861.46,300.69,9196.53,24091.31,196441.98,42617.7,0,198,81002.32,32309.38,88945.92,22577.56,121976.07,,56816.09,89164.03,12469.92,13039.56,118716.14,155647.77,24453.61,500193.55,1151,14646.43,112896.51,62665.78,24113.48,13277.76,23868.15,44074.02,52381.47,6330.92,861.36,67686.38,125110.17,96646.31,,135243.44,75050.05,13185.83,105986.18,143299.79,208905.49,23293.81,5845.61,6757.61,368.26,193068.57,,38124.04,,5311.71,27184.74,19076.17,155885.22,116595.21,,,393396.01,84917.27,89967.33,4984.8,44844.88,77863.25,24635.15,315848.41,3199.46,,133197.34,190875.96,5845.61,11812.22,121844.27,164,64771.73,14133.5,22361.27,146,18571.02,66504.93,3809.21,302440.92,6135.47,250,16481.34,46152.46,85094.07,225082.7,80580.96,13299.74,9258.74,73573.23,,3.29,,,36,,,,36,,,,,,,,,,,,0,0,,,,,,,,,
S20.94.Gut,16114.4,120642.92,157687.73,27867.88,94586.8,74746.12,13784.86,165130.22,41671.05,10984.7,190289.71,45441.6,91746.1,80424.7,2143,34774.57,49261.03,13396.79,5750.2,10338.2,10259.57,16155,11101.2,10671.4,37.57,8266.5,135,,86838.13,6435.56,5566.2,105300.59,102.5,102.5,156481.06,267748.3,140158.23,50656.8,11422.73,11252.1,217,16503.73,84192.07,203910.04,22390.8,106461.6,58548.76,137970.01,16666.3,5567.33,,18276.86,186.52,35727.6,33631.36,6023.92,198894.53,45487.39,5793.59,150257.39,10566.17,51,25603.7,4844.5,,51,27152.6,68730.62,11865.35,5468.7,5680.2,5371.2,102.5,5913.83,11637.73,10259.57,46586.49,15165.3,96513.74,3594.7,813.11,102.5,697,5680.2,33020,644852.17,99739.32,752.59,43359.17,57069.53,33650.37,50193.77,15351.53,99902.5,38255.5,95075.58,13068.6,43369.04,11153.9,2212,212.2,11006.2,24208.56,197885.75,41336.75,5,102.5,81447.01,27668.42,75316.32,22584.93,123548.68,,62390.68,103047.53,14064.76,16096.16,126071.71,168996.22,25496.46,570620.54,697,16524.9,118566.43,62411.8,27931.4,16257.5,29911.59,50204.63,53960.86,4019.5,347.23,72010.33,144239.23,95836.02,,115471.19,75348.23,16118.6,107327.73,154544.59,240687.28,27081.53,5680.2,6740.2,127.77,218983.39,,41529.6,,6777.16,28556.2,24148.47,153752.16,112200.49,,,406276.21,94640.6,107074.27,5946.9,48983.73,69703.01,29946.59,307449.41,3205.13,,126020.07,207477.12,5680.2,11136.9,117411.36,126,61416.79,16209.1,22658.93,62,17660.3,80663.64,4952,302019.49,7072.4,322,17046.29,40769.1,83944.4,251376.26,84208.8,16018.7,11102.23,73146.34,,0,,,130,,,,130,,,,,,,,,,,,5,5,,,,,,,,,
S20.95.Gut,17731.03,132945.14,167658.7,29951.79,107908.66,78813.57,16255.31,183809.09,45390.98,12354.64,209194.35,51771.12,100889.52,87533.13,1505.39,37997.84,53806.98,15312.03,6625.64,11068.64,11068.64,18195.75,11495.64,10849.78,0,6547.25,19,,93386.19,6961.53,6477.39,117610.27,196,196,172127.01,299537.35,158475.89,54690.76,12611.92,12070.92,443.14,17779.17,93300.3,211981.48,25923.56,119542.77,65050.76,146269.98,18287.03,6064.53,,19500.17,4.28,39211.76,35837.92,6472.53,218987.15,49186.26,6369.39,163880.85,11751.78,88,26865.98,5103.25,,88,30176.53,74596.07,13023.5,5974.39,6471.39,6053.39,196,6578.39,12930.92,11068.64,50562.07,14080.14,100942.66,4869.14,214.14,196,444,6471.39,36545.45,707728.95,108764.02,233.14,47017.52,64593.57,36105.74,55487.29,16463.03,112492.6,41709.45,104719.62,13276.78,48913.37,12720.78,1581.39,171.14,11514.64,26374.95,208744.85,45597.54,0,196,87410.21,28308.12,75375.97,25320.84,138168.42,,66931.94,110514.8,16433.78,17350.03,138175.35,187680.67,28559.98,603747.46,444,18506.17,130391.14,70375.71,31476.78,18391.75,30746.48,51675.01,57897.15,4966.25,16.14,79995.93,158733.28,107090.91,,117837.45,82992.85,17534.17,120484.11,164015.2,253469.11,29999.67,6471.39,6772.39,0,234481.4,,46944.87,,6372.53,31912.09,26438.53,173343.03,125328.84,,,445544.39,104872.88,117742.94,6360.28,51970.32,79814.29,30784.48,349535.59,4434.25,,143188.52,224649.63,6471.39,12582.78,133485.47,182,71219.29,17593.17,25566.7,147,19645.56,88275.09,5301.39,336369.81,7289.78,354,19202.31,46591.12,91275.08,264764.65,93651.96,17691.03,11967.06,82761.93,,2.14,,,19,,,,19,,,,,,,,,,,,0,0,,,,,,,,,
S21.59.Gut,12419.42,97735.38,117768.07,20367.59,87501.79,60637.94,10110.92,138739,36458.93,9250.51,157279.93,50104.36,74397.21,60120.03,755.67,26905.52,37264.76,12475.77,5939.09,6739.51,6729.5,11222.25,6853.67,6717,334.68,3207.75,50.67,,68893.47,6089.92,5747.76,91035.13,93,93,123625.26,212332.15,127839.8,37797.77,9493.01,7419.17,1814.5,13720.76,74676.75,138005.31,21979.68,93179.8,44477.44,113996.23,14285.42,4078.92,,16299.27,109.67,26541.27,23706.18,5406.42,160628.67,32299.35,5396.42,127304.9,7617.5,180.67,16172.25,3069.75,2.01,289,19777.42,52344.03,9261.17,3678.25,5488.42,3828.92,93,5717.09,11197.17,6733.5,34256.53,8447.5,67423.8,4971.25,323.34,93,94,5488.42,28325.68,527688.15,68604.2,390.01,38551.04,51152.69,26411.02,37487.12,11444.25,86583.06,25773.59,72633.62,9888.84,34448.18,9411.01,700,30.5,6832,21506.35,164218.44,36772.45,109,93,68670.38,20780.27,59831.3,18642.85,103909.24,109,44843.29,76251.36,10708.25,10801.59,99334.22,135717.9,19585.43,387479.22,94,13012.42,98271.15,57683.62,20731.42,11315.25,18866.09,34120.69,43836.93,3170.75,335,57390.95,107614.25,82650.96,1417,80178.43,60495.12,11187.93,95034.27,111846.71,157594.73,22968.76,5488.42,5520.42,0,160724.06,,35308.01,,3826.09,23322.1,17740.93,146145.67,100856.73,,0,347274.17,74504.79,74084.65,3855.75,37763.19,72066.25,19002.09,294788.01,3000.43,109,127109.64,156992.92,5488.42,9287.67,108421.97,950.34,60542.62,12452.43,20722.17,85,15093.42,55761.59,3162.75,272129.87,5589.75,584.34,14978.76,40794.29,71464.56,158603.74,71334.45,13684.25,7363.18,68663.45,0,0,,0,48.67,,0.67,0.67,48.67,,0.67,,,,,,,,,,,,,,,,,,,,
S21.60.Gut,10507,90202.66,108780.52,18470.39,93707.01,62408.86,7712.17,137908.14,37619.49,9083.66,155257.59,81275,73245.31,52063.82,979.17,24086.82,31989,14202.83,8336.33,5902.33,5150.34,7239,4213.5,4662,1850.82,1940,340.33,,67344.64,7187.35,7217,92094.02,139,139,117279.81,196694.93,135158.68,33732.16,9133.49,5092.33,3246.5,13619.66,80051.3,116010.14,24349,95499,37407.49,118708.9,14005.67,3541.83,,18073.49,637.83,21098.16,17603.66,6208.84,154995.87,25554.83,6031.84,134076.51,7296.53,70.83,11076,1894,8.99,621.5,15502.5,45426.65,8082.01,2331.5,6294.33,3193,139,6320.83,14258.5,5397.34,29615.81,5749,61175.16,5697,1249.66,139,323,6294.33,28416.83,509219.05,53667.31,1571.66,43575.18,52510.84,24329,31724.97,10622.02,87852.81,16115.66,61052.84,10514,30109,9627.66,352,82.5,4172.17,23195.33,182804.3,41204.02,551,139,76777.57,19208.2,70564.34,17731.82,104889.96,556,37079.47,68022.16,7497.17,6902.66,89139.33,126805.82,16208.32,296872.3,323,11443.5,98681.64,63989.34,16338.17,7378,15109.83,28241.31,42843.51,2174.69,2368.5,52374.81,92379.65,86328.36,7481,67917.89,58294.15,10134.66,101518.22,93954.87,109799.94,22781.83,6294.33,6294.33,0,136531,,36258.03,,3031.83,21045.32,17871.03,164835.34,111166.23,,0.5,360387.37,64952.14,51687.77,2749,35855.82,86267.96,15636.33,333344.34,1997.82,526.5,149638.63,143445.18,6378.5,9072.5,115611.34,4000.16,69485.18,10900.82,22232.34,150,15505.51,39694.67,2080.5,289926.86,6544.84,2382.16,16279,48084.66,74899.81,104930.26,72054.35,13295.5,4804.99,76070.67,116,40,,24,41.33,,1.33,1.33,41.33,,1.33,,,,,,,,,,,,,,,,,,,,
S21.56.Gut,11478,89824.5,115826,20656.5,81033,54816.5,8891.5,133030,34168.5,8978.5,150551.5,43870,70820.5,59596,1512.5,25419.5,35631,11923.5,5271,6369,6354,11677.5,6354.5,6273.5,202,2558,35,,65126,5276,5144.5,85164.5,25.5,25.5,117700,207287.5,119137,35782.5,9073,7835,1166.5,12488.5,71338,140086.5,20193,87655,42186.5,108340.5,13814.5,4079.5,,15183.5,61,24461.5,23307.5,5058,152714,32792,5033,117853.5,7966,78,13842,2469,0,139,19171.5,51072.5,9029,3879.5,5052.5,3931,25.5,5156.5,10294.5,6357,33967.5,8300.5,68737.5,3686,203,25.5,20,5052.5,27668,494817.5,69865.5,238,35058.5,48799,24064.5,37630.5,11085,82895,27184,72744.5,9236.5,33131.5,9009,1459.5,22.5,6329.5,19648.5,152184.5,33917,61,25.5,63660,19903.5,57648.5,17923,98643,61,44278,74027,10321.5,10397,95958,131325,17937.5,366513.5,20,12872.5,91841,52917,20786,11703,18521.5,33840,41900,2423,209,55399.5,104969,78604,793,82436.5,58118.5,10560.5,88469.5,108782,153028,21495,5052.5,5082.5,0,149374.5,,32884.5,,4008,22293.5,16049.5,132084,91839,,0,326097.5,72320,74226.5,3958.5,36248,64801,18586.5,271603,2423,61,111231.5,156557.5,5052.5,9000,100382,517,55679.5,11517.5,19306,22,14109,55438,2484.5,250911.5,5065,322,14153,36761,66750,162702.5,66352.5,12459,7763,63047.5,0,0,,0,29,,0,0,29,,0,,,,,,,,,,,,,,,,,,,,
S21.57.Gut,10574.18,89472.18,127083.96,23568.22,84019.65,57689.69,10128.89,132866.37,34409.22,8124.63,159248.86,64487.76,73409.15,56060.8,1100.76,27143.3,32948.75,16558.8,7553.55,9851.31,7718.57,7299.75,4891.47,5712.92,1678.46,1844.25,818.33,,66957.49,9938.36,7349.74,87461.22,50,50,123444.66,202144.63,121899.61,36281.59,10300.12,7399.21,2283.07,12650.05,73420.34,129630.01,20194.88,87705.68,40273.31,131445.11,14088.64,4412.86,,15536.65,775.47,24854.14,18672.06,6308.54,157716.51,31170.65,5464.33,133375.89,12887.57,354.33,15038.58,1836.25,51.99,731,15503.07,47831.17,9276.19,3089.21,5618.04,3985.22,50,5718.8,12188.64,8518.57,35123.5,8891.63,73991.51,5006.71,1891.37,50,945,5618.04,24751.16,553406.7,66081.01,1822.38,54276.16,50582.77,28413.05,34627.99,13303.5,79954.32,19890.71,61075.79,11284.33,31318.11,9654.59,892.07,736.96,4988.14,22113.78,177445.8,41135.07,382,50,80588.23,26924.8,82013.08,18227.56,103488.6,394,46215.85,74034.45,8427.57,9209.83,90486.19,132243.03,19613.9,371324.82,945,11173.75,95882.44,57122.66,16875.36,7349.75,18653.67,33575.59,41166.15,2858.01,5144.99,54880.47,105168.41,86618.95,5229,100511.71,60235.83,12208.81,97384.59,109499.94,133229.12,19609.84,5618.04,5740.04,617.03,146130.53,,37344.33,,4356.01,22813.34,25439.97,139357.29,109628.4,,6,334282.92,67052.14,71530.33,4298.67,38738.58,69380.79,19172.67,285016.62,1929.32,811,128713.47,163451.13,5709.72,8959.93,104788.35,3109.66,60112.78,11490.95,20619.03,80,15329.64,43380.6,1972.82,256559.25,6330.03,1722.66,14864.59,41551.69,75429.04,145230.23,68723.69,11384.78,7000.2,65086.94,20,97.57,,45,21.33,,1.33,1.33,21.33,,1.33,,,,,,,,,,,,,,,,,,,,
S21.58.Gut,10283.25,80711.5,103766.5,18892.75,72878.75,50133.75,8639.25,118676.75,30261.25,7972.5,135348.5,49023,64050,52562.5,1142,22364.5,31403.75,10767.25,5349.75,6184.5,5958.5,9641.25,5605.5,5634.5,718,2469.75,98,,58794.25,5230.75,5007.75,76483.25,14,14,106441,184351.5,106380.75,32218.75,8215.5,6688.5,1182,11307.25,63409.5,119666.25,18211,78374.25,37749.25,98509,11888.25,3838.75,,13560.25,293,22641.25,20158.5,4726.75,137868.25,28577,4591.75,108826.5,7597.5,98,13274.75,2356.75,0,319,16561.75,44631,7874.5,3249.75,4553.75,3537.75,14,4663.75,9935.5,6040.5,30297,7341.5,61022.25,3726.75,530,14,184,4553.75,23997.5,453725.5,62458.5,589,33186,43644.5,22337.5,33162.75,10038.25,73791.5,22552.25,62053.75,8792.5,29203,8105.5,919,67,5613.5,18164,140692,31996.25,238,14,59296.5,17755.75,54092.25,15854,89092.5,221,39613.25,66276.5,9232.25,9130.25,84089.5,116754.5,16428.75,331663.5,184,11208.25,83478.75,48021.25,17831.75,9655.25,17013.75,29595,36839.75,2692.75,1015,49410.75,93499.5,71817.75,2873,73003.25,52059.75,10109.25,80927.25,96247.5,134186.5,19277.75,4553.75,4583.75,0,135499,,30530,,3598.75,19781.75,15959.75,120093.25,86051,,0,292718.5,63675.75,64329.25,3385.75,32418,59152,17254.75,245270.5,2309.75,221,106486.25,140108,4596.75,8094.5,90740.75,1659,50747.25,10446.25,17598,12,12799.25,48408.25,2404.75,225591.75,4800.75,934,12969.25,33876.25,60694.5,138071,60050.25,11087.25,6601.5,57074.75,4,36,,0,12,,0,0,12,,0,,,,,,,,,,,,,,,,,,,,
S22.111.Gut,14845.98,110594.21,140571.89,25439.38,87278.27,68470.57,12750.73,151026.91,37599.26,10232.93,175695,51507.04,84183.82,72728.86,1523.07,30907.06,44741.74,13200.52,5780.54,9505.94,9486.44,14547.47,9646.1,9756.89,487.57,6952.35,4.33,2.33,79520.04,5788.35,5413.22,97419.76,88.31,88.31,142861.06,251225.83,128969.78,46337.21,10426.25,9918.91,195.93,15133.3,76630.29,173517.28,21165.52,98093.72,53683.56,127473.41,15283.77,5256.63,2.33,16945.97,250.85,33489.82,30505.11,5528.03,181875.28,40671.42,5351.37,138369.89,9950.09,26,23817.49,4578.05,4,186,24733.94,61782.64,10354.98,4882.38,5278.21,5049.38,88.31,5335.71,11289.42,9486.44,42085.8,12497.72,83831.24,3877.08,699.97,88.31,196.3,5278.21,30574.61,600561.55,91679.86,648.32,40475.34,52839.55,29900.58,45781.8,14365.33,93088.17,34012.13,84811.62,11930.13,39445.31,10415.9,1363.06,155.66,9644.1,21578.27,177704.22,37764.62,160,88.31,73335.73,25840.02,64912.97,20498.7,114256.21,160,57090.67,93568.53,13345.03,14526.78,113174.12,153760.51,23719.01,513839.05,196.3,15178.4,109511.26,57704.51,24955.21,14633.45,26868.08,44462.96,48007.72,3651.74,786.12,65942.18,131221.58,89122.16,2132,100482.46,68485.41,15282.64,100095.31,136907.74,214813.8,25154.82,5278.21,6259.21,85.97,200145.68,2.33,39437.44,2.33,6178.38,25945.55,22745.36,143168.73,103925.09,2.33,2,371396.73,86545.33,96359.19,5124.35,44069.1,64205.13,27030.08,286204.85,3455.58,311,121134.79,189771.12,5286.88,10385.56,108607.29,1220.33,57596.91,15070.46,21138.94,74.33,15976.94,72948.78,4668.79,277148.76,5720.64,848.66,15959.99,37577.33,76379.21,213075.69,77200.21,14753.4,9871.18,68209.33,,0.43,,,2,,,,2,,,,,,,,,,,,,,,0,,,,,,,
S22.113.Gut,19048.75,141008,177477.25,32022.25,112647.5,84646.25,17176.5,192949.25,47874.25,13026.75,221741.25,56556,106978.5,92717.5,1578,39648,57562.75,16634.5,6901,12133.75,12133.5,19318.25,12256.75,11919,288,7762.75,5,0,99819.5,7100.25,6691,124824,372,372,182165,320103.5,165883,58416,13194.5,12792.25,313,19209.25,97525.25,223980.75,27103,125482.75,69379.25,156903,19573.25,6474.25,0,21006.5,45,42476.75,38971.75,6972.25,231109.5,52148.25,6763.75,173503.25,12498.25,99,29699.25,5698.75,0,143,32394.5,79213.25,13324,6287,6756,6495,372,6860.25,13501.5,12133.5,53515.5,15226.5,105905.75,5055,521,372,276,6756,38955.75,758225.5,115892.25,683,49599,67538.75,38543.75,58511.25,18072,118579.25,44177.5,109799.5,14290.25,51177.75,13623,1544,278.25,12261.75,27489.5,221260,47741.5,44,372,92328.25,30684,78314,26526.25,145789.5,44,71921,118136.25,17500.75,18996.25,145338,197828.25,30375.75,651109,276,19524.75,137910,73664.75,33070.25,19690.25,33419,55400.75,61226.25,4983.75,133,84257.75,168452.75,112560.75,572,125126.75,87527.25,18948,127083.25,173702.75,274823.25,32095.5,6756,7496,0.25,253099.5,0,50050,0,7287.75,33573.25,28843.25,182164.5,131428,0,0,470256.75,110755.25,125698.5,7254.25,55022.5,82315.25,33468,365318.25,4693,44,151896.5,239119.25,6756,13144,139394,615,73949,19189,26846.25,216,20434.25,93917.5,6070.75,353391.75,7293.25,657,20311.5,48081.25,95785,275880,98955.75,18876.5,12730.5,86963.5,,0,,,0,,,,0,,,,,,,,,,,,,,,0,,,,,,,
S22.112.Gut,13007.61,97091.18,122644.4,21739.98,79394.42,57219.34,11540.97,134169.58,33162.26,9083.43,153979.2,42256.44,73448.74,63478.31,941.93,27167.58,39056.76,11394.61,5006.18,7973.93,7973.93,12844.75,8070.93,7740.86,214.5,4373.25,30,0,68271.78,5369.61,4969.18,86534.99,51,51,125047.12,219250.7,116592.43,39632.12,9373.29,8722.79,537.93,13038.04,67767.6,145963.01,19184.72,87352.49,47350.12,108595.76,13468.11,4642.11,0,14663.04,74.36,29082.62,26365.29,4848.11,159789.3,35894.37,4795.68,120598.7,8908.86,184.5,19474.76,3684.25,3,254.5,21416.11,54139.59,9374,4315.68,4773.18,4365.18,51,4987.68,9761.79,7973.93,36642.59,10124.93,72029.92,4003.68,315.43,51,69,4773.18,26728.65,523571.65,79108.74,354.43,35150.74,47746.09,26440.38,40151.48,11945.61,82508.95,30039.9,75354.69,9846.36,35046.94,9189.36,902.43,142.43,8064.93,19651.15,151376.2,33981.98,70,51,62644.52,20787.69,54155.64,18315.08,100619.54,70,48978.78,80466.6,12142.11,12739.61,100195.95,136887.54,20961.26,434633.52,69,13441.54,95326.93,51573.77,22339.11,12895.75,22039.76,37138.87,42163.55,3497.25,215.93,58509.91,115322.61,79264.42,949,85281.15,60159.7,12802.54,89111.07,118673.4,180034.82,22159.04,4773.18,5062.18,2,171322.05,0,34633.94,0,4750.61,23643.83,19211.61,127666.86,93021.33,0,1.5,325876.18,76798.56,85768.28,4538.11,37813.59,58317.23,22128.26,257681.08,3367.75,71.5,109410.99,164173.06,4774.68,9213.86,98692.14,732.5,52711.48,13028.54,19156.15,51,14221.47,63307.33,3738.18,246971.47,4856.11,466.5,14110.97,34542.69,66879.46,180606.55,68502.27,13008.61,8633.22,60964.91,,1.43,,,23,,,,23,,,,,,,,,,,,,,,0,,,,,,,
S22.115.Gut,12701.54,93762.34,123567.88,20679.34,74538.6,58269.96,10493.29,130012.46,32717.55,8820.89,148771.77,37509.56,71842.56,62400.19,1474.74,26398.64,38345.78,10862.05,4543.15,8095.72,8095.47,12748.2,8195.55,7926.87,76.5,5756.3,0,0,67848.91,4692.57,4544.82,83132.4,40,40,122989.82,206917.18,109932.65,40026.76,8782.8,8574.55,219.01,12725.37,65936.87,161684.47,18117.28,83877.31,45306.75,104507.43,12904.87,4345.4,0,15096.81,24.5,28037.1,27049.18,4601.24,155532.68,34708.62,4516.07,116380.26,7900.05,27.17,20375.17,3795.4,3,47.5,21226.42,53898.97,9164.81,4864.15,4466.15,3721.65,40,4547.57,9148.14,8095.47,36560.44,11898.6,74229.52,3067.26,101,40,229.57,4466.15,26045.83,499242.34,77820.48,173.34,30228.43,44634.78,24645.19,39238.28,12061.62,80001.49,29775.05,73432.97,10516.46,33656.39,8227.8,1449.57,84.75,8195.55,18204.78,151698.04,31655.07,22,40,61197.95,19755.09,56270.86,17662.19,97369.53,22,48838.85,78155.11,10805.97,12541.22,98800.95,131453.7,19865.77,436066.16,229.57,13070.37,93468.44,49273.93,21924.84,12788.2,22434.89,39535.32,43636.76,3257.75,71.5,56500.56,111781.18,75219.9,325,84155.84,58619.3,12630.12,84992.34,119885.28,185400.22,21394.59,4466.15,5310.15,45.92,170233.24,0,31988.81,0,5901.24,22168.84,19069.52,122492.2,86016.07,0,1.5,321070.17,73962.98,82808.59,4410.9,38727.69,55390.07,22458.39,245585.6,2884.92,23.5,97935.06,161288.16,4523.32,8841.87,92418.54,214.5,49941.2,12696.97,17939.36,34,13645.28,63483.92,3836.9,239080.62,4792.04,175.5,13429.79,32198.99,65966.11,202612.5,65806.2,12612.12,8554.8,57943.15,,0,,,0,,,,0,,,,,,,,,,,,,,,1.67,,,,,,,
S22.114.Gut,12897.87,96230.69,119169.78,21760.63,77963.66,57675.93,12087.95,132164.93,32553.22,8968.35,152033.32,43567.8,72863.34,62701.64,761.66,26849.43,38978.25,11908.21,5025.18,8089.85,8087.23,12794.5,8196.35,8082.54,341.57,4498.5,5,1,67732.16,4981.96,4776.84,85453.77,129,129,124133.49,220083.8,114658.28,39459.33,9093.51,8566.89,313,13116.34,66534.48,145586.87,18836.4,86392.81,47175.92,108055.96,13394.74,4506.47,1,14249.79,116.47,29041.9,25859.29,4801.83,157920.89,35334.7,4705.02,119577.74,8609.1,57,19959.12,3823.5,0,162,21610.89,53268.55,9000.09,4233.52,4693.52,4374.85,129,4761.8,9801.01,8087.23,35890.85,9537.75,70430.74,3945.02,419.17,129,131,4693.52,26737.09,521593.82,78869.18,443.7,35320.9,46717.99,26200.02,39819.01,12259.14,81797.93,29565.43,74289.33,9619.22,34957.6,9197.37,648.33,156.02,8192.35,19071.3,150867.16,33224.52,105,129,63286.94,21244.25,53571.17,18055.36,99954.77,105,48276.86,80238.37,12121.06,12551.1,98429.15,134854.04,20946.52,436242.52,131,13301.87,94678.05,50917.07,22017.7,12922.5,22247.8,36513.15,41026.37,3678.81,337.18,57613.16,114131.26,77974.63,1365,83971.59,59404.69,12989.22,87839.17,116124.74,180633.35,22033.15,4693.52,4868.52,8.09,171115.33,1,34791.62,1,4615.11,22894.95,19928.57,126055.18,91849.71,1,0,321655.59,75630.68,83562.32,4570.54,37054.53,57613.51,22352.8,253597.54,3520.45,105,108304.72,162391.65,4697.85,9095.37,96673.63,880,51802.71,12957.39,18656.02,99,14031.4,63131.23,3952.5,243270.26,4971.03,674,14033.88,33543.46,65503.4,179412.26,67754.23,12936.52,8505.84,60376.82,,0,,,4,,,,4,,,,,,,,,,,,,,,0,,,,,,,
S23.45.Gut,14079.5,107232,144693,25301.5,91353.25,60627,12109.5,156250,38097.75,10577,174844.25,43668,84171,74918.25,1928.25,31476.5,44346.25,11746.5,5503.75,8452,8437,15474.5,8604,7575,8,3456.5,67,,76997,5967.5,5434.5,97545.5,50,50,143593.25,250685.25,134078.5,44408.75,10829,10660,204,14222.5,79791,174483.75,21664,100613,53781.25,118762.5,15286.5,5318.5,,16564.5,0,30848.25,29851,5519.5,182543,42981,5473.5,134551.75,10650,33,19020.25,3275.5,,33,24612.5,63270.25,11678,5270.5,5458.5,5215.5,50,5558.5,11104,8437,43436.25,11371.5,89331.75,3481.25,225,50,42,5458.5,30909.25,576725.75,93388,299,37707,56163.25,29295,47668,12625.5,95501,36590.5,90756.75,10905,40539.25,10724,1980.25,205,8568,22159.25,167271.25,38440.75,15,50,68429.75,22080.25,60600.5,21626,116774,0,56414.75,92324.5,13519.25,13958.5,115867.75,160352.25,22908.25,479990,42,15882.5,107612.75,58813.5,27187.75,15524.5,24927.75,43206.75,48861,3309.5,6,67572.5,134038,91094.5,0,96821,70572,14058.5,101243.5,137018.5,202242.25,24560.5,5458.5,5545.5,0,185687.5,,38525.75,,5518.5,27235.5,19242.5,142494,103695.5,,,370709.25,89303.75,99258.75,5603.25,43471.5,67090.75,24953.75,294876.25,3212.5,0,117202.75,193115.75,5458.5,10782,113239.5,76,61011.5,14065.5,21732,43,16248.75,72728,3324.5,278772.5,5438.75,189,16276.5,39657.75,76787.5,220177.75,77252.75,13976.5,10548,68793.5,,0,,0,62,0,,,62,,,,,,,,,,,,,,,,,,,,,,
