pond,ko05340,ko00564,ko00680,ko00562,ko00563,ko03030,ko00561,ko00440,ko00250,ko00740,ko04940,ko00010,ko00195,ko03450,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04540,ko00909,ko00513,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00565,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko00592,ko00591,ko00590,ko00062,ko00061,ko03070,ko00253,ko03060,ko00380,ko00500,ko05120,ko04666,ko05322,ko04964,ko04962,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko04145,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko00902,ko04910,ko00531,ko00360,ko00633,ko00630,ko00363,ko00364,ko05130,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko04330,ko03050,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko00965,ko03008,ko00290,ko04614,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko05220,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko05410,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00901,ko00903,ko00471,ko00472,ko00473,ko05111,ko04210,ko00240,ko04011,ko00944,ko04113,ko04070,ko04640,ko04310,ko03420,ko00770,ko02040,ko04912,ko00670,ko04920,ko04144,ko00930,ko04112,ko05140,ko04370,ko04916,ko01056,ko04650,ko04662,ko04660,ko04360,ko04114,ko04010,ko04720,ko05412,ko00905,ko03015,ko05414,ko04320,ko04740,ko05214,ko04745,ko04012,ko04722
S18.205.Sed,3223.75,58863.78,92218.54,16609.16,20.0,65939.93,29358.1,3393.33,95321.69,22954.04,5201.74,99118.43,38905.16,3578.2,50992.25,35606.7,3161.82,35322.13,29882.89,7387.46,9691.82,5501.16,2296.5,5744.65,1283.66,18.0,81.33,0.0,486.09,4140.26,429.0,2149.82,118.59,49759.97,7438.25,1497.58,6417.08,63418.5,2976.31,2966.31,94511.34,174969.21,90036.2,21770.45,7767.16,4809.48,2243.02,8890.08,137.5,63128.83,96137.45,15759.73,69938.49,48964.44,59761.16,3594.34,0.0,85.33,3668.81,8.0,20.33,16454.5,2430.98,20243.11,13678.73,2537.02,114041.73,20703.21,2002.49,85976.32,7488.65,735.32,1251.16,160.0,898.32,871.65,14831.22,18.0,53439.48,17787.27,503.83,2966.25,3979.25,2966.31,5756.84,12.0,7702.76,2565.5,35517.04,9666.72,77371.09,3271.5,4619.14,18.0,2966.31,25.0,2966.25,14220.94,220418.23,35370.71,4.33,678.0,6723.3,30455.19,29534.88,34366.25,26680.94,4289.0,56701.78,20817.0,80856.68,6206.58,17139.28,9926.14,753.78,923.49,1063.33,19921.18,102886.3,35902.71,1762.91,2966.31,39474.86,15005.39,42795.16,16266.83,89388.62,39.0,31276.21,49947.23,9011.33,4863.56,85066.67,126244.17,15428.24,209830.0,244.33,622.33,7290.24,76440.02,589.99,49487.49,14011.47,8906.63,15216.37,29333.02,23124.52,1053.33,1770.63,36402.54,99169.25,58722.44,72.0,11096.07,60763.1,10626.9,77244.23,84787.11,4.33,63345.24,21991.96,2966.25,2966.25,113.0,70839.14,20.33,23414.48,20.33,4674.15,17488.62,11195.49,117848.85,70881.28,30.33,190.0,226543.53,32874.61,58183.81,7025.89,29578.14,68255.82,15905.44,241241.8,1546.64,94.33,80633.81,424.16,111860.42,5026.25,4679.86,77351.11,3224.64,57338.45,599.33,11440.86,14117.93,1429.42,12011.01,11965.56,3191.4,173227.82,3407.79,165.0,4110.15,12590.82,0.0,4.33,41257.84,64091.47,88884.83,0.0,53280.04,12033.49,0.0,6584.88,55339.15,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
S19.216.Sed,768.5,15153.28,24248.91,4170.99,0.0,17903.77,8196.64,827.33,25303.42,5806.48,1438.83,26340.76,16868.64,544.0,14220.96,9566.63,583.0,8002.97,7279.47,1425.5,2743.16,1009.0,469.0,1589.82,299.5,29.0,6.0,0.0,232.83,1271.0,11.0,603.33,26.33,13268.8,1867.66,177.5,1630.5,16847.78,818.81,818.81,24612.93,46995.35,24375.59,6033.48,2002.83,1107.99,488.0,2585.66,9.0,16731.61,25773.4,4322.32,19039.28,10867.8,15930.31,1259.82,0.0,15.0,883.49,0.0,26.33,4389.82,292.0,4360.82,2937.65,666.99,29745.39,5765.15,413.33,23829.09,1560.83,204.5,724.33,124.0,152.5,270.0,4156.46,29.0,12931.78,3607.65,103.0,897.83,1056.33,818.81,1432.83,0.0,2244.16,507.0,8754.12,3000.82,19158.24,562.5,1459.33,29.0,818.81,6.5,897.83,3677.15,63806.36,11223.28,0.0,93.0,1864.33,7592.32,8115.47,7106.78,6655.15,745.0,16222.45,4126.3,19029.08,1968.33,4386.15,2772.97,87.5,188.83,277.0,5515.98,27844.92,9659.64,607.0,823.81,9534.15,3546.16,11735.14,4421.82,24510.26,100.5,7828.47,12502.28,2273.66,1147.15,20801.24,32907.39,3832.99,54526.47,44.5,155.0,1954.99,20719.6,131.5,12693.13,3820.46,2438.3,3270.16,7081.96,5398.82,79.0,1089.99,9863.13,25665.09,16448.95,1639.0,2596.82,15600.46,2718.66,21301.27,20513.24,0.0,16869.53,5759.31,897.83,897.83,2.0,19304.84,26.33,6307.66,26.33,1179.5,5027.15,2356.5,32352.25,18336.45,26.33,31.0,61100.3,9873.79,16134.77,1352.14,7988.14,18176.45,3488.16,66990.65,391.0,273.0,24677.88,91.5,30862.57,1374.83,1445.83,21033.1,1519.83,14906.62,155.0,2632.49,3943.65,265.83,3083.49,3420.8,865.31,47449.69,765.16,26.0,1133.16,3671.32,0.0,0.0,10871.64,17523.45,23927.88,0.0,14253.29,3125.49,0.0,1278.16,15244.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S19.215.Sed,1262.32,18957.41,28744.88,5769.6,0.0,21500.1,9678.2,1172.14,31119.0,7093.92,1705.98,32218.85,12276.22,963.32,16502.66,11836.51,1031.66,12015.82,9843.5,2177.82,3002.8,1514.0,632.0,1911.64,621.66,30.0,22.0,0.0,80.66,1421.32,20.0,864.99,16.66,16207.81,2200.64,512.64,1884.16,20107.78,773.62,773.62,30656.52,54853.9,29232.19,7122.76,2398.64,1572.8,817.5,3144.96,54.66,20893.2,31015.62,4893.26,22552.44,16344.81,18521.81,1201.62,0.0,25.66,1141.3,0.0,16.66,5599.42,604.0,6967.91,4155.1,733.48,36380.2,6966.24,696.16,27637.66,2204.16,227.82,804.32,190.0,451.66,344.0,4731.4,30.0,18718.52,5749.74,153.0,1016.32,1403.82,773.62,1691.82,12.0,2438.8,696.0,11338.85,3239.3,23696.18,1113.16,1814.46,30.0,773.62,3.0,1016.32,4465.44,69535.56,11784.66,0.0,423.0,2514.12,9329.58,9078.03,11557.96,9062.56,1137.0,19115.61,6775.02,27798.06,2083.32,5389.44,3193.76,206.5,353.82,567.16,6153.28,32421.47,11159.07,728.64,782.62,11945.39,4718.62,13625.72,5173.62,28466.9,0.0,10441.86,15695.56,3195.31,1662.62,27674.92,40377.04,4913.62,65753.36,157.66,181.66,2396.64,23741.26,316.82,16211.66,4340.08,2764.6,4453.56,10107.8,7456.92,169.66,808.3,12212.86,32477.68,18631.98,0.0,2835.62,19898.98,3142.14,25231.09,27309.94,0.0,19924.36,7758.2,1016.32,1016.32,20.0,22680.72,16.66,7604.95,16.66,1682.64,5901.1,3077.0,37935.13,21524.09,16.66,75.0,73630.34,10908.84,18490.02,1802.6,9019.74,22458.58,4688.56,78732.08,674.66,124.66,25786.5,206.16,36543.76,1684.82,1620.32,24964.39,884.66,18255.15,169.66,4338.26,4456.44,373.66,3723.96,3538.74,887.78,56345.93,926.48,43.0,1213.64,4069.96,0.0,0.0,13645.02,20039.79,27590.9,0.0,17396.84,4197.44,0.0,2406.78,17680.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S20.237.Sed,1023.32,18593.02,31574.56,5663.62,0.0,21524.56,9487.92,1005.98,31422.16,7335.96,1780.32,33274.5,13686.94,975.32,16928.24,10687.42,796.66,11846.88,9452.56,1916.32,3310.98,1233.0,500.0,1739.0,408.66,11.0,18.0,0.0,155.0,1292.82,28.0,652.5,44.0,15623.72,2442.82,415.14,2007.16,20783.72,783.0,783.0,30567.5,55603.7,29255.18,7197.3,2419.98,1545.32,555.0,2521.14,40.16,20235.98,29439.82,4912.62,23486.38,15117.88,19423.86,1227.48,0.0,8.66,1091.32,0.0,44.0,4683.78,580.0,6389.94,3980.14,772.0,38128.42,6686.44,625.5,27121.48,2039.0,268.82,510.16,42.0,407.66,287.0,4406.48,11.0,17998.8,5774.44,190.5,855.16,1287.66,783.0,1808.16,0.0,2494.98,561.0,10935.28,4083.66,25577.2,935.16,1385.3,11.0,783.0,5.5,855.16,4265.14,73510.34,11192.1,0.0,621.0,1891.96,9246.44,9854.92,11607.4,8467.76,1011.0,18361.38,6357.26,26142.24,2116.16,5101.14,2925.82,113.5,245.16,439.16,6325.82,34302.8,11626.46,529.64,787.0,12785.76,4260.3,14432.44,5384.48,29823.38,14.0,9582.92,14057.0,2829.16,1632.82,28385.94,42949.26,4953.64,65865.26,116.16,215.66,2327.66,25479.06,187.82,15884.74,4275.66,2585.0,3506.24,9551.38,7352.28,177.16,623.32,11788.1,33317.5,18914.58,160.0,3338.48,19456.56,3340.32,25388.88,28895.8,0.0,21119.3,7358.08,855.16,855.16,92.0,21711.04,44.0,6961.8,44.0,1435.14,5981.8,2806.0,39311.3,22610.86,44.0,104.0,73948.58,12096.26,18952.48,1656.32,10156.46,22218.68,3711.24,80721.28,469.66,45.66,26097.74,97.66,35966.96,1687.66,1570.16,24846.86,810.5,19453.58,209.66,3738.28,4661.14,496.0,4058.48,3831.64,822.66,56472.22,875.66,46.0,1298.82,4065.82,0.0,0.0,13584.24,21691.22,30494.14,0.0,17716.26,4186.96,0.0,2062.46,18338.88,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S20.238.Sed,1582.0,27766.72,46902.59,7694.51,0.0,34260.23,14568.86,1240.67,48894.58,10943.52,2790.17,49165.74,25463.86,888.0,25865.04,17490.37,952.0,16723.03,14174.03,3335.0,5228.34,2012.0,850.5,2619.68,537.0,0.0,9.0,0.0,418.17,2124.5,14.0,1254.67,88.67,24428.2,3996.34,181.0,2905.0,31983.22,1903.19,1886.19,46811.57,85757.15,45964.91,11585.52,3419.17,2123.01,757.5,4375.84,25.0,30216.39,44069.6,7379.68,35835.72,20457.7,30899.19,2606.68,0.0,15.0,1735.01,0.0,88.67,7404.68,696.0,8699.18,5464.35,1283.01,55754.11,10270.35,701.17,41922.91,3420.17,228.5,997.67,44.0,426.0,387.0,7328.54,0.0,25662.22,7329.85,301.0,1620.67,2126.17,1886.19,2824.67,0.0,3919.84,928.5,15675.88,4950.68,37741.76,1132.5,2246.67,0.0,1886.19,18.0,1620.67,7030.85,116765.14,19778.72,0.0,462.0,2753.17,14653.68,15338.53,15947.72,11693.85,1463.5,29900.05,8514.7,37946.92,3399.17,7802.85,5650.03,21.0,238.67,573.0,10385.52,53930.58,18278.86,727.0,1895.19,19490.85,6096.84,23232.36,8062.18,45714.24,90.0,14002.03,21925.22,4046.34,2314.35,41054.76,63670.61,7096.01,93827.03,156.0,277.0,3585.01,39066.9,193.0,23776.87,7213.04,4471.2,4697.84,14336.04,11415.68,64.0,1698.51,18669.87,49702.91,30527.05,1373.0,4154.68,29344.54,5096.34,39245.23,40172.76,0.0,28533.97,11424.19,1620.67,1620.67,82.0,37839.16,88.67,11413.34,88.67,1798.5,8532.35,5156.5,60517.75,35308.55,88.67,117.0,114733.2,18571.71,29894.23,2629.86,15473.86,34163.55,4882.84,126331.85,759.0,178.0,44010.62,84.0,56937.43,2744.17,2542.17,39449.4,2069.67,29209.38,273.0,5150.51,7547.35,592.17,6052.51,6105.7,2097.19,90444.31,1460.84,48.0,1833.84,6732.68,0.0,0.0,20549.86,33167.55,38973.62,0.0,27441.71,6507.01,0.0,2825.34,28761.22,17.0,17.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S21.223.Sed,2919.06,43796.87,73085.55,14051.64,10.0,49626.69,23767.82,2624.12,74421.56,17877.14,4496.73,77889.38,38241.65,3243.78,41048.12,27597.9,2319.39,31224.79,23879.95,4776.84,7092.35,3379.0,1370.5,3608.68,1024.67,72.0,12.0,0.0,415.67,3801.84,25.0,1500.84,19.67,38761.58,5729.9,2084.18,5230.67,48732.79,1607.19,1588.19,72486.22,130317.12,68652.89,16794.47,5587.4,4314.57,2077.5,6485.24,56.17,46470.83,62906.05,10250.69,51381.02,41957.23,48356.09,2518.13,0.0,44.67,3045.85,0.0,19.67,12664.14,2896.0,21734.76,11628.59,2228.23,88254.5,16131.54,2035.67,63941.11,5885.17,348.34,2230.56,298.0,1516.39,1187.5,9416.99,72.0,49229.74,15164.42,515.5,1852.84,3117.56,1588.19,4323.84,0.0,6443.57,1803.5,28897.29,9574.35,59083.4,3742.89,3687.52,72.0,1588.19,11.5,1852.84,10680.75,189849.41,28267.62,0.0,1425.0,5811.91,23632.81,22027.6,33719.31,21757.04,2410.5,42542.86,19803.07,71758.11,5254.28,11681.91,6577.59,231.0,485.56,1299.67,14623.86,81502.93,28013.27,1274.4,1588.19,29806.33,11068.07,36165.43,11500.85,65740.2,182.5,24565.73,33780.85,9801.9,4769.91,69294.88,97010.89,11749.35,146629.95,487.17,430.67,5422.9,59442.14,667.34,39380.01,9191.15,5381.2,9359.72,26691.86,18002.08,414.71,2262.35,27713.99,76593.72,44766.18,2474.0,7154.13,47195.22,7664.84,59531.74,71862.94,0.0,45828.95,21057.5,1852.84,1852.84,66.0,50112.91,19.67,18987.52,19.67,3867.18,13786.64,6889.0,87902.9,54357.59,19.67,391.0,175087.57,27490.62,35901.46,3797.08,22630.2,55099.74,10714.72,182151.75,1940.67,488.17,69296.54,240.17,91061.02,3810.56,3640.06,57445.54,3192.67,46434.34,424.67,12038.75,10835.19,1200.89,9477.62,7698.04,1775.36,131404.74,2132.23,342.0,3671.18,10107.96,0.0,0.0,32717.44,49672.57,63837.34,0.0,40182.0,10890.19,0.0,7023.36,42028.92,19.0,19.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S21.224.Sed,2255.33,39983.12,68295.93,11659.66,0.0,48127.96,21791.81,2039.33,71879.25,16318.82,4347.99,72499.57,48886.64,1577.0,38573.29,26286.47,1625.33,22354.98,19899.99,5314.98,8060.16,2917.99,1256.0,3294.0,578.33,37.0,34.0,0.0,784.5,3820.32,23.0,1597.33,59.0,36091.28,5119.33,494.5,4691.99,47036.62,1899.5,1794.5,67478.24,126137.35,65716.45,16275.48,5293.99,2862.83,1142.5,6411.99,60.0,44198.25,63579.94,10849.32,51790.95,28873.81,47850.77,3221.33,0.0,31.0,2625.33,0.0,59.0,10798.98,1316.33,13072.48,8088.32,1522.33,80285.58,14754.65,1007.33,64142.1,4988.0,395.33,1857.0,198.0,856.99,878.5,9386.83,37.0,35991.97,9715.83,299.5,2292.33,2952.33,1794.5,4176.66,0.0,6501.33,1405.0,22627.47,7409.0,52182.95,2019.0,3665.66,37.0,1794.5,5.5,2292.33,10437.82,174350.85,30138.3,3.33,612.0,4456.49,21105.46,23506.31,21012.48,17995.63,2169.0,44252.44,11446.16,51875.63,5664.66,11340.32,7147.49,84.5,317.0,682.5,15353.15,80802.56,27638.8,1224.5,1817.5,29202.62,9186.98,34307.45,11551.65,66933.76,350.5,20950.96,32894.64,5785.5,3038.16,56626.28,90367.6,10231.82,135677.78,170.5,379.0,5136.33,57362.1,303.83,34679.63,8985.83,5126.5,8476.16,20338.31,15588.82,185.0,2652.0,26709.3,70207.75,45105.79,4867.0,6606.32,42740.63,7806.82,57968.48,56141.79,3.33,42356.77,16646.99,2292.33,2292.33,53.0,51347.44,59.0,17131.49,59.0,3170.16,12896.15,7528.82,88049.58,52496.77,59.0,111.0,165880.33,27488.96,40305.6,2891.5,22409.31,49845.75,9077.66,183225.99,1390.32,1056.0,69980.11,122.83,86065.58,3915.83,3876.83,56686.28,4365.66,42258.63,374.0,7384.32,11224.83,631.5,8642.33,7951.16,2070.5,128633.88,2146.5,51.0,3162.66,9844.49,0.0,3.33,30364.46,48328.44,52286.26,0.0,39475.8,8991.5,0.0,3976.32,41274.3,105.0,105.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S22.246.Sed,2567.35,45801.41,77346.67,12786.54,0.0,54273.36,25075.07,2085.35,79379.6,18143.52,4637.85,80326.78,51041.73,1660.68,42989.57,29600.88,1821.01,26449.07,23270.73,5561.35,8797.85,2885.0,1183.0,3906.14,805.34,21.0,75.0,37.0,787.66,3869.03,174.0,1831.83,127.66,40576.6,5982.67,569.86,5044.35,52573.89,2996.12,2996.12,75830.27,142508.51,73410.4,18541.18,5829.02,3473.16,1310.5,7148.85,136.84,50879.79,73849.02,12641.7,57827.73,33672.91,51963.68,4311.5,0.0,46.84,3396.17,0.0,127.66,12599.06,1701.67,15605.56,9635.01,2162.65,92511.79,16739.38,1379.16,71657.62,5044.66,704.85,1998.17,197.0,1045.68,1145.17,11588.78,21.0,41595.79,11756.86,421.5,2681.67,3311.17,2996.12,4603.17,0.0,7064.52,1385.5,26587.32,8922.16,61992.49,2475.01,4040.87,21.0,2996.12,53.0,2681.67,11951.51,205501.07,33819.02,2.5,651.0,4956.05,23601.39,26544.05,25265.33,20627.9,2105.0,50001.92,14622.35,60979.28,6238.68,12898.17,8991.46,89.5,506.0,885.34,17160.99,90391.51,30470.69,1350.53,3058.12,31764.42,10369.7,37560.06,12935.67,74236.72,334.17,24040.88,38032.61,6906.0,3703.98,66433.75,103435.09,11571.02,164907.06,251.34,492.34,5930.16,63906.54,516.68,38826.22,11254.43,6863.6,9603.94,24086.23,17673.7,307.34,3137.67,30245.53,79570.23,49942.55,4448.72,7635.33,47636.91,8563.68,64291.39,65426.39,2.5,53200.62,18731.22,2681.67,2681.67,91.0,61546.91,127.66,18716.54,127.66,3311.2,14219.68,7241.17,98214.79,58223.28,127.66,143.0,188104.73,30864.86,46349.91,4589.96,25089.68,55930.94,10211.44,202535.53,1803.51,483.34,78255.53,234.84,96664.48,4286.17,4326.84,63702.91,4658.35,47279.04,492.34,9025.88,12602.68,964.66,9846.34,10350.48,3218.13,144477.13,2788.33,54.0,4376.02,10916.0,0.0,2.5,33357.9,54031.39,62556.62,0.0,44330.86,10154.19,0.0,4908.86,46724.56,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S22.245.Sed,3349.01,62825.48,101502.2,17415.64,0.0,71854.88,31150.33,3400.43,104006.94,24545.2,5657.34,107837.55,43972.28,2721.52,54620.3,35088.56,2334.17,37205.64,30883.38,5519.59,10926.01,3428.0,1502.0,4991.57,1228.17,41.0,19.0,28.25,553.0,4785.35,13.0,2369.66,89.0,51759.93,8274.7,1092.85,6292.09,69902.92,2922.31,2911.31,101582.63,185217.02,97250.41,23121.11,8078.18,4936.08,1899.34,8765.1,114.67,67856.51,96794.81,16817.27,76809.56,46652.05,63708.46,4520.51,0.0,81.67,3595.58,0.0,87.33,16078.42,1865.0,20488.64,13037.75,2372.67,122142.48,21694.94,1341.58,89719.14,6474.33,1012.09,1729.5,212.0,1302.17,756.5,14300.73,41.0,57559.32,17455.62,465.0,2947.17,4341.92,2911.31,6659.59,0.0,8272.43,1699.0,35451.59,14007.6,82968.52,2800.51,4526.18,41.0,2911.31,74.5,2947.17,14673.27,257413.67,36988.76,4.0,1494.0,5942.6,31143.11,34982.56,36148.29,26959.2,2675.0,60474.63,19586.25,84285.69,7354.42,17349.52,10215.4,211.51,799.5,1238.67,22313.09,113744.64,39255.37,1944.6,2912.31,40929.54,15299.74,48504.24,17420.76,97805.82,34.0,31773.2,45078.89,9044.0,5329.91,92130.31,140046.51,15722.93,218777.42,389.17,903.92,7189.83,83343.5,454.84,51127.05,13836.22,8119.55,11305.71,31598.96,24814.54,424.67,2346.83,37450.52,108374.09,63850.52,304.0,11958.06,64954.98,10633.92,85104.68,90051.71,4.0,71194.87,23841.95,2947.17,2947.17,158.0,75150.64,87.33,23007.27,87.33,4330.18,19135.53,8026.0,131253.53,74411.35,98.33,145.0,244988.64,39628.43,62553.1,5674.4,33420.87,74986.26,11745.04,269834.85,1334.67,319.67,88677.47,291.17,118957.54,5559.92,5592.68,83523.16,2992.83,63619.05,799.92,11729.27,16393.18,1350.0,12846.68,11823.99,3160.4,188586.74,3054.68,111.0,3928.0,13509.75,0.0,4.0,44817.81,72804.83,92426.78,0.0,57307.38,13428.6,0.0,6011.85,61366.47,11.0,11.0,104.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0
S23.217.Sed,1786.07,25649.19,41791.81,8463.62,0.0,29645.31,13320.17,1465.48,43739.66,10215.46,2471.57,45449.17,18565.94,1824.82,23271.99,15548.84,1564.66,17416.63,14042.31,3316.07,4095.73,2234.0,970.0,2158.25,800.66,62.0,9.0,0.0,244.0,2163.57,25.0,1135.67,17.0,22318.73,3202.07,936.64,2869.16,28033.97,748.5,734.5,42905.59,75933.7,40530.6,10047.05,3325.23,2304.07,1073.25,3822.64,67.66,27997.73,39300.82,6384.62,31343.88,23421.8,27672.78,1370.98,0.0,52.66,1576.57,2.0,17.0,6893.28,865.0,9951.36,5980.48,1045.25,50940.17,9230.19,1106.0,37940.23,3781.0,337.07,1138.66,268.0,698.16,480.0,5581.48,62.0,26628.39,8404.69,311.0,1123.91,1832.16,734.5,2456.66,4.0,3558.23,1044.0,15728.2,4787.16,33262.7,1588.91,2229.8,62.0,734.5,4.0,1123.91,6145.14,95086.59,15816.6,0.0,891.0,3089.21,13214.69,12538.5,16515.65,12626.51,1845.0,25212.05,9827.35,39588.58,2811.91,6751.14,3704.57,293.0,380.16,860.66,8503.32,46900.72,15948.38,816.39,737.5,17896.18,6014.55,20355.19,7044.23,39535.63,14.0,13982.67,20149.25,4595.33,2499.57,39574.94,57627.76,6901.64,86531.1,240.66,258.66,3230.41,33579.06,450.32,23135.08,5250.41,3031.75,5366.99,14119.13,11130.53,282.66,820.82,16598.6,45579.75,25491.83,340.0,4480.73,27403.56,4494.57,34450.96,39380.64,0.0,25929.05,11014.08,1123.91,1123.91,66.0,30064.54,17.0,10902.72,17.0,2236.89,8263.8,4944.0,51884.22,31014.53,17.0,191.0,101755.92,15519.01,23561.23,2232.82,12776.46,31193.93,5781.99,108070.03,852.66,316.66,36769.74,230.66,51626.55,2302.66,2112.91,34338.53,1162.5,26733.25,254.66,6165.28,6150.89,575.5,5309.98,4902.64,823.91,78031.39,1098.16,54.0,1821.57,5470.07,0.0,0.0,19380.24,28142.8,37458.39,0.0,24072.51,6111.71,0.0,3429.46,24469.38,14.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S23.218.Sed,1724.91,32711.31,55161.62,9365.82,0.0,38419.76,16839.57,1176.66,55406.16,12697.5,3345.08,57448.32,27551.83,1465.16,29538.91,19286.41,1221.83,19439.72,16666.56,3790.41,6098.08,1983.0,902.5,2444.93,616.33,0.0,97.0,0.0,485.67,2668.41,79.0,1308.5,46.67,27810.3,4324.75,256.32,3453.83,37306.08,1613.19,1566.19,54284.23,95581.0,51734.08,12748.42,4210.91,2534.42,797.25,4706.16,128.83,35102.38,50480.51,8696.99,41447.16,24289.22,34588.2,2559.17,0.0,20.33,2047.42,12.0,46.67,8170.82,843.0,10218.73,6375.33,1155.26,64886.07,11235.57,779.17,48134.4,3682.17,427.91,1490.5,216.0,738.33,586.0,7371.03,0.0,30821.03,9000.07,335.5,1635.25,2225.0,1566.19,3393.0,10.0,4217.08,958.5,18074.6,6397.01,43002.86,1291.58,2488.32,0.0,1566.19,10.0,1635.25,7526.17,131104.56,21176.52,0.0,537.0,3058.9,16597.4,17957.41,18608.42,13717.73,1572.5,33678.82,10074.24,43981.95,3864.75,8433.17,5473.44,67.0,350.0,690.33,11793.18,62898.56,21026.42,853.57,1645.19,22770.56,6925.24,27430.08,9353.92,52905.43,78.0,16218.74,24010.22,4547.0,2681.76,47925.98,75062.49,8214.83,105992.07,157.33,389.33,4043.59,44675.68,442.66,27658.65,7112.62,3986.45,5984.21,16859.23,13053.07,150.83,1676.17,20540.67,57824.41,34199.59,1051.0,5607.42,33566.82,5811.75,45703.59,47281.32,0.0,33770.12,13589.98,1635.25,1635.25,146.0,38979.43,46.67,12457.57,46.67,2474.07,9657.0,5610.0,70732.23,39641.31,46.67,104.0,130891.15,20365.59,32987.97,2742.02,17719.84,39369.39,6252.71,145309.24,744.33,377.83,46346.74,186.83,64738.07,3066.0,2991.75,44716.66,2486.17,33999.5,379.33,6099.15,8781.92,486.67,7073.0,6296.02,1753.77,101703.0,1586.67,23.0,2456.25,7320.59,0.0,2.5,24495.48,38524.58,41585.69,0.0,31187.59,7648.24,0.0,3312.82,32525.16,47.0,49.5,0.0,18.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
